id,title,slug,poster_url,director,country,year,film_type,plot,genres,poster_url,combined_features
60,Senden Daha Guzel,senden-daha-guzel,https://img.ophim.live/uploads/movies/senden-daha-guzel-thumb.jpg,Ketche,Thổ Nhĩ Kỳ,2022,Phim Bộ,"Trong bộ truyện; Efsun (Cemre Baysel), người làm việc như một bác sĩ da liễu, sống yên bình trong trang trại với cha cô ở một ngôi làng ở Gaziantep. Mẹ cô đã bỏ cô và cha cô khi còn nhỏ và chuyển đến Istanbul và trở thành một trong những bác sĩ phẫu thuật thẩm mỹ quan trọng nhất của Thổ Nhĩ Kỳ. Efsun bất ngờ nhận được tin từ mẹ mình, người mà cô đã không gặp kể từ năm 12 tuổi. Mẹ cô ấy đang nằm trên giường bệnh và muốn gặp cô ấy lần cuối. Bà ta mời Efsun đến Istanbul bằng cách cử tài xế của mình. Efsun, người đến Istanbul để gặp mẹ mình, đã gây bất ngờ lớn. Mẹ cô, chủ một phòng khám thẩm mỹ lớn nhất ở Istanbul, yêu cầu Efsun làm việc trong phòng khám và buộc cô phải làm như vậy. Như thể tất cả những điều này là chưa đủ, Emir (Burak Çelik), người mà cô ấy nghĩ là tài xế, thực sự là con trai của đối tác của mẹ cô ấy Kaya Bey. Emir, một bác sĩ phẫu thuật đẹp trai và lôi cuốn. Nghĩ rằng Efsun đã đến để lấy đi phòng khám của mình, anh ta bắt đầu một cuộc chiến với Efsun. Hơn nữa, họ là hàng xóm trong khu trọ của hai công ty trẻ…",Tình Cảm,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/senden-daha-guzel-thumb.jpg,"Senden Daha Guzel Trong bộ truyện; Efsun (Cemre Baysel), người làm việc như một bác sĩ da liễu, sống yên bình trong trang trại với cha cô ở một ngôi làng ở Gaziantep. Mẹ cô đã bỏ cô và cha cô khi còn nhỏ và chuyển đến Istanbul và trở thành một trong những bác sĩ phẫu thuật thẩm mỹ quan trọng nhất của Thổ Nhĩ Kỳ. Efsun bất ngờ nhận được tin từ mẹ mình, người mà cô đã không gặp kể từ năm 12 tuổi. Mẹ cô ấy đang nằm trên giường bệnh và muốn gặp cô ấy lần cuối. Bà ta mời Efsun đến Istanbul bằng cách cử tài xế của mình. Efsun, người đến Istanbul để gặp mẹ mình, đã gây bất ngờ lớn. Mẹ cô, chủ một phòng khám thẩm mỹ lớn nhất ở Istanbul, yêu cầu Efsun làm việc trong phòng khám và buộc cô phải làm như vậy. Như thể tất cả những điều này là chưa đủ, Emir (Burak Çelik), người mà cô ấy nghĩ là tài xế, thực sự là con trai của đối tác của mẹ cô ấy Kaya Bey. Emir, một bác sĩ phẫu thuật đẹp trai và lôi cuốn. Nghĩ rằng Efsun đã đến để lấy đi phòng khám của mình, anh ta bắt đầu một cuộc chiến với Efsun. Hơn nữa, họ là hàng xóm trong khu trọ của hai công ty trẻ… Tình Cảm Ketche Thổ Nhĩ Kỳ Phim Bộ"
61,Nữ Chính Diễn Sâu Lắm Mối Theo,nu-chinh-dien-sau-lam-moi-theo,https://img.ophim.live/uploads/movies/nu-chinh-dien-sau-lam-moi-theo-thumb.jpg,Đang cập nhật,Trung Quốc,2022,Phim Bộ,"Nữ minh tinh không mấy nổi tiếng vô tình xuyên không vào kịch bản, trở thành nhân vật Tô Hướng Vãn trong kịch bản. Ở thế giới này, Tô Hướng Vãn vô cùng đào hoa. Để trở về thế giới thực, Tô Hướng Vãn buộc phải thay đổi cốt truyện, tạo ra cái kết viên mãn. Trong quá trình này, cô đã gặp Dự Vương Triệu Dung Hiển, cả hai từ gặp gỡ trở thành tình yêu...",Cổ Trang|Tình Cảm,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/nu-chinh-dien-sau-lam-moi-theo-thumb.jpg,"Nữ Chính Diễn Sâu Lắm Mối Theo Nữ minh tinh không mấy nổi tiếng vô tình xuyên không vào kịch bản, trở thành nhân vật Tô Hướng Vãn trong kịch bản. Ở thế giới này, Tô Hướng Vãn vô cùng đào hoa. Để trở về thế giới thực, Tô Hướng Vãn buộc phải thay đổi cốt truyện, tạo ra cái kết viên mãn. Trong quá trình này, cô đã gặp Dự Vương Triệu Dung Hiển, cả hai từ gặp gỡ trở thành tình yêu... Cổ Trang|Tình Cảm Đang cập nhật Trung Quốc Phim Bộ"
62,Năm Ngày Ở Trung Tâm Y Tế Memorial,nam-ngay-o-trung-tam-y-te-memorial,https://img.ophim.live/uploads/movies/nam-ngay-o-trung-tam-y-te-memorial-thumb.jpg,Đang cập nhật,Âu Mỹ,2022,Phim Bộ,"Dựa trên các sự kiện thực tế từ cơn bão Katrina. Khi nước lũ dâng cao, mất điện và nhiệt độ tăng vọt, những người chăm sóc kiệt sức tại một bệnh viện ở New Orleans buộc phải đưa ra những quyết định sâu sắc và đau lòng.",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/nam-ngay-o-trung-tam-y-te-memorial-thumb.jpg,"Năm Ngày Ở Trung Tâm Y Tế Memorial Dựa trên các sự kiện thực tế từ cơn bão Katrina. Khi nước lũ dâng cao, mất điện và nhiệt độ tăng vọt, những người chăm sóc kiệt sức tại một bệnh viện ở New Orleans buộc phải đưa ra những quyết định sâu sắc và đau lòng. Chính Kịch Đang cập nhật Âu Mỹ Phim Bộ"
63,Thư Ký Bạch Ngày Nào Cũng Muốn Từ Chức,thu-ky-bach-ngay-nao-cung-muon-tu-chuc,https://img.ophim.live/uploads/movies/thu-ky-bach-ngay-nao-cung-muon-tu-chuc-thumb.jpg,Đang cập nhật,Trung Quốc,2022,Phim Bộ,"Thư ký Bạch Tĩnh không hài lòng về chuyện tổng giám đốc Kim Thế An sắp xếp công việc cho mình nên đã xin nghỉ việc với anh. Nào ngờ cô lại bị cuốn vào vòng lặp thời gian. Trong quá trình này, Bạch Tĩnh dần tìm được sự thực của việc Kim Thế An ""làm khó"" cô và phát hiện ra điểm tốt của anh. Hai người cùng thổ lộ tình cảm với nhau, nắm tay cùng giải quyết nguy cơ của công ty, cuối cùng có được tình yêu tuyệt vời.",Tình Cảm,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/thu-ky-bach-ngay-nao-cung-muon-tu-chuc-thumb.jpg,"Thư Ký Bạch Ngày Nào Cũng Muốn Từ Chức Thư ký Bạch Tĩnh không hài lòng về chuyện tổng giám đốc Kim Thế An sắp xếp công việc cho mình nên đã xin nghỉ việc với anh. Nào ngờ cô lại bị cuốn vào vòng lặp thời gian. Trong quá trình này, Bạch Tĩnh dần tìm được sự thực của việc Kim Thế An ""làm khó"" cô và phát hiện ra điểm tốt của anh. Hai người cùng thổ lộ tình cảm với nhau, nắm tay cùng giải quyết nguy cơ của công ty, cuối cùng có được tình yêu tuyệt vời. Tình Cảm Đang cập nhật Trung Quốc Phim Bộ"
64,Tiểu Hồng Nương Của Yêu Hoàng Đại Nhân,tieu-hong-nuong-cua-yeu-hoang-dai-nhan,https://img.ophim.live/uploads/movies/tieu-hong-nuong-cua-yeu-hoang-dai-nhan-thumb.jpg,Đang cập nhật,Trung Quốc,2022,Phim Bộ,"Lệ Vô Ưu - người thừa kế vị yêu hoàng vì mang dòng máu nửa nửa người yêu mà chịu bao khổ sở, dần dần trở nên cô độc, lạnh lùng, không muốn tiếp xúc nữ với tử. Chuyện này làm cho người đã hứa sẽ cho anh một mối lương duyên tốt đẹp là Nguyệt Lão lo không lắng yên, đành bất lực mà đẩy chuyện này cho hồng nương thực tập Kiều Sở. Nguyệt Lão phái cô hạ phạm, thắt dây tơ hồng thay Lệ Vô Ưu, nếu thành công có thể trở thành hồng nương chính thức của điện Lão Nguyệt. Để hoàn thành nhiệm vụ, Kiều Sở đã nghĩ ra rất nhiều quỷ kế, cuộc sống đang yên bình của Lệ Vô Trừng từ đó cũng bỗng chốc loạn hết hết lên. Trái tim cũng không biết đã trao cho nàng tiên nữ kì quái này tự lúc...",Cổ Trang|Tình Cảm,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/tieu-hong-nuong-cua-yeu-hoang-dai-nhan-thumb.jpg,"Tiểu Hồng Nương Của Yêu Hoàng Đại Nhân Lệ Vô Ưu - người thừa kế vị yêu hoàng vì mang dòng máu nửa nửa người yêu mà chịu bao khổ sở, dần dần trở nên cô độc, lạnh lùng, không muốn tiếp xúc nữ với tử. Chuyện này làm cho người đã hứa sẽ cho anh một mối lương duyên tốt đẹp là Nguyệt Lão lo không lắng yên, đành bất lực mà đẩy chuyện này cho hồng nương thực tập Kiều Sở. Nguyệt Lão phái cô hạ phạm, thắt dây tơ hồng thay Lệ Vô Ưu, nếu thành công có thể trở thành hồng nương chính thức của điện Lão Nguyệt. Để hoàn thành nhiệm vụ, Kiều Sở đã nghĩ ra rất nhiều quỷ kế, cuộc sống đang yên bình của Lệ Vô Trừng từ đó cũng bỗng chốc loạn hết hết lên. Trái tim cũng không biết đã trao cho nàng tiên nữ kì quái này tự lúc... Cổ Trang|Tình Cảm Đang cập nhật Trung Quốc Phim Bộ"
65,Big Dragon The Series,big-dragon-the-series,https://img.ophim.live/uploads/movies/big-dragon-the-series-thumb.jpg,Puwadon Naosopa,Thái Lan,2022,Phim Bộ,"Kể về câu chuyện về ""Mangkorn"" và ""Yhai"" Hai kẻ thù cùng yêu cùng một người phụ nữ nhưng sau đó lại tình cờ quan hệ tình dục vì họ say rượu tại quán rượu SUNRISE thuộc sở hữu của Yhai, người thừa kế của gia đình nổi tiếng. “Singhawattanachoke” Yhai không thể chấp nhận lời nói của Mangkorn về đêm đó, rằng anh ấy đã chiến thắng tất cả và mong muốn chiến thắng. Do đó, anh ấy đã cố gắng phá hủy quán rượu với hy vọng xóa đi những ký ức tồi tệ mà anh ấy đã mất trước Mangkorn. lần duy nhất cha của Yai, ""Borom"", muốn cải tạo lại quán rượu. Do đó, ông buộc phải nhận trách nhiệm này. Thay vì đến Maldives cùng bạn bè. Tuy nhiên, mọi chuyện không đơn giản như ai cũng có thể tưởng tượng khi Một trong những kiến trúc sư được thuê là ""Mungkorn"", một sinh viên kiến trúc năm thứ 5 đến làm việc tại Công ty Thiết kế G. Liệu có phải sự tình cờ đã đưa họ trở lại với nhau từ ""ghét"" thành ""yêu""? Điều gì sẽ xảy ra tiếp theo với sự cải tạo của quán rượu này. . .?",Tình Cảm,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/big-dragon-the-series-thumb.jpg,"Big Dragon The Series Kể về câu chuyện về ""Mangkorn"" và ""Yhai"" Hai kẻ thù cùng yêu cùng một người phụ nữ nhưng sau đó lại tình cờ quan hệ tình dục vì họ say rượu tại quán rượu SUNRISE thuộc sở hữu của Yhai, người thừa kế của gia đình nổi tiếng. “Singhawattanachoke” Yhai không thể chấp nhận lời nói của Mangkorn về đêm đó, rằng anh ấy đã chiến thắng tất cả và mong muốn chiến thắng. Do đó, anh ấy đã cố gắng phá hủy quán rượu với hy vọng xóa đi những ký ức tồi tệ mà anh ấy đã mất trước Mangkorn. lần duy nhất cha của Yai, ""Borom"", muốn cải tạo lại quán rượu. Do đó, ông buộc phải nhận trách nhiệm này. Thay vì đến Maldives cùng bạn bè. Tuy nhiên, mọi chuyện không đơn giản như ai cũng có thể tưởng tượng khi Một trong những kiến trúc sư được thuê là ""Mungkorn"", một sinh viên kiến trúc năm thứ 5 đến làm việc tại Công ty Thiết kế G. Liệu có phải sự tình cờ đã đưa họ trở lại với nhau từ ""ghét"" thành ""yêu""? Điều gì sẽ xảy ra tiếp theo với sự cải tạo của quán rượu này. . .? Tình Cảm Puwadon Naosopa Thái Lan Phim Bộ"
66,Ngày Mai Là Hôm Nay,ngay-mai-la-hom-nay,https://img.ophim.live/uploads/movies/ngay-mai-la-hom-nay-thumb.jpg,Nacho G. Velilla,Tây Ban Nha,2022,Phim Bộ,Một gia đình đang đi nghỉ vào năm 1991 thì cô con gái tuổi teen của họ quyết định bỏ trốn cùng bạn trai. Cha mẹ của họ du hành ngược thời gian đến năm 2022 và xem Tây Ban Nha đã thay đổi như thế nào sau ba thập kỷ.,Hài Hước,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/ngay-mai-la-hom-nay-thumb.jpg,Ngày Mai Là Hôm Nay Một gia đình đang đi nghỉ vào năm 1991 thì cô con gái tuổi teen của họ quyết định bỏ trốn cùng bạn trai. Cha mẹ của họ du hành ngược thời gian đến năm 2022 và xem Tây Ban Nha đã thay đổi như thế nào sau ba thập kỷ. Hài Hước Nacho G. Velilla Tây Ban Nha Phim Bộ
67,Armageddon Time,armageddon-time,https://img.ophim.live/uploads/movies/armageddon-time-thumb.jpg,James Gray,Âu Mỹ,2022,Phim Lẻ,"Năm 1980, Queens, New York, một cậu bé Do Thái trẻ tuổi kết bạn với một người bạn học người Mỹ gốc Phi nổi loạn trước sự phản đối của gia đình đặc quyền của anh ta và bắt đầu tính đến việc lớn lên trong một thế giới bất bình đẳng và định kiến.",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/armageddon-time-thumb.jpg,"Armageddon Time Năm 1980, Queens, New York, một cậu bé Do Thái trẻ tuổi kết bạn với một người bạn học người Mỹ gốc Phi nổi loạn trước sự phản đối của gia đình đặc quyền của anh ta và bắt đầu tính đến việc lớn lên trong một thế giới bất bình đẳng và định kiến. Chính Kịch James Gray Âu Mỹ Phim Lẻ"
68,Chào Mừng Đến Với Lớp Học Đề Cao Thực Lực 2,chao-mung-den-voi-lop-hoc-de-cao-thuc-luc-2,https://img.ophim.live/uploads/movies/chao-mung-den-voi-lop-hoc-de-cao-thuc-luc-2-thumb.jpg,Đang cập nhật,Nhật Bản,2022,Phim Hoạt Hình,"Phần 2 của loạt anime chuyển thể từ bộ light novel cùng tên. Sau thử thách sinh tồn trên đảo hoang, các học sinh tiếp tục bước vào nửa sau của bài kiểm tra đặc biệt mùa hè. Đấu trường chuyển sang du thuyền sang trọng, nội dung kiểm tra là khả năng tư duy. Tất cả học sinh từ lớp A đến lớp D được chia thành 12 nhóm theo 12 cung Hoàng đạo, có nhiệm vụ phải tìm ra nhân vật ""VIP"" trong các nhóm khác. Trong khi những người khác còn đang ngạc nhiên vì thể thức mới thì những cá nhân ưu tú như Katsuragi hay Ryuuen đã nắm được mục đích của bài kiểm tra và rục rịch hành động. Cùng lúc đó, Kiyotaka bắt đầu để ý những dấu hiệu bất thường ở cô bạn cùng nhóm Karuizawa Kei.",Học Đường,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/chao-mung-den-voi-lop-hoc-de-cao-thuc-luc-2-thumb.jpg,"Chào Mừng Đến Với Lớp Học Đề Cao Thực Lực 2 Phần 2 của loạt anime chuyển thể từ bộ light novel cùng tên. Sau thử thách sinh tồn trên đảo hoang, các học sinh tiếp tục bước vào nửa sau của bài kiểm tra đặc biệt mùa hè. Đấu trường chuyển sang du thuyền sang trọng, nội dung kiểm tra là khả năng tư duy. Tất cả học sinh từ lớp A đến lớp D được chia thành 12 nhóm theo 12 cung Hoàng đạo, có nhiệm vụ phải tìm ra nhân vật ""VIP"" trong các nhóm khác. Trong khi những người khác còn đang ngạc nhiên vì thể thức mới thì những cá nhân ưu tú như Katsuragi hay Ryuuen đã nắm được mục đích của bài kiểm tra và rục rịch hành động. Cùng lúc đó, Kiyotaka bắt đầu để ý những dấu hiệu bất thường ở cô bạn cùng nhóm Karuizawa Kei. Học Đường Đang cập nhật Nhật Bản Phim Hoạt Hình"
69,Em Là Người Lý Tưởng,em-la-nguoi-ly-tuong,https://img.ophim.live/uploads/movies/em-la-nguoi-ly-tuong-thumb.jpg,Tak Yuen,Trung Quốc,2022,Phim Bộ,"Cố Ngạn Thành người thừa kế của Tập đoàn Cố Thị bị mất khả năng chạm khắc, đã gặp Vũ Huyên người lái xe trông giống như tiên nữ trong truyền thuyết \""Tiên nữ bay lên trời\"" của gia tộc. Điều kỳ lạ nhất là chỉ cần nhìn thấy Vũ Huyên gặp nguy hiểm, anh ấy sẽ vô thức lao tới, bước tới để bảo vệ. Để xác minh tình cảm của mình với Vũ Huyên và vì thuận tiện cho việc hồi phục năng lực điêu khắc, Ngạn Thành đã sắp xếp Vũ Huyên trở thành tài xế kiêm trợ lý của mình và dọn đến nhà anh sống. Một người tự luyến và bị ám ảnh cưỡng chế quá mức hoàn hảo, còn người kia là một người vô tư cả hai bắt đầu cuộc sống cùng nhau đầy chán ghét nhưng không thể tách rời, và cả hai dần trở nên nhập nhằng trong mối quan hệ của mình khi tình cảm của mọi người đang có những bước tiến nhảy vọt thì Vũ Huyên biết sự thật câu chuyện về \""Tiên nữ bay lên trời\"" chỉ là một giả tưởng.",Tâm Lý|Viễn Tưởng,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/em-la-nguoi-ly-tuong-thumb.jpg,"Em Là Người Lý Tưởng Cố Ngạn Thành người thừa kế của Tập đoàn Cố Thị bị mất khả năng chạm khắc, đã gặp Vũ Huyên người lái xe trông giống như tiên nữ trong truyền thuyết \""Tiên nữ bay lên trời\"" của gia tộc. Điều kỳ lạ nhất là chỉ cần nhìn thấy Vũ Huyên gặp nguy hiểm, anh ấy sẽ vô thức lao tới, bước tới để bảo vệ. Để xác minh tình cảm của mình với Vũ Huyên và vì thuận tiện cho việc hồi phục năng lực điêu khắc, Ngạn Thành đã sắp xếp Vũ Huyên trở thành tài xế kiêm trợ lý của mình và dọn đến nhà anh sống. Một người tự luyến và bị ám ảnh cưỡng chế quá mức hoàn hảo, còn người kia là một người vô tư cả hai bắt đầu cuộc sống cùng nhau đầy chán ghét nhưng không thể tách rời, và cả hai dần trở nên nhập nhằng trong mối quan hệ của mình khi tình cảm của mọi người đang có những bước tiến nhảy vọt thì Vũ Huyên biết sự thật câu chuyện về \""Tiên nữ bay lên trời\"" chỉ là một giả tưởng. Tâm Lý|Viễn Tưởng Tak Yuen Trung Quốc Phim Bộ"
